cui,code,str
C0022642,R06AX17,ketotifen
C0054340,R06AX18,acrivastine
C0052762,R06AX19,azelastine
C0077316,R06AX21,tritoqualine
C0058895,R06AX22,ebastine
C0071069,R06AX23,pimethixene
C0078442,R06AX24,epinastine
C0171302,R06AX25,mizolastine
C0296800,R06AX26,fexofenadine
C0908935,R06AX27,desloratadine
C0534301,R06AX28,rupatadine
C1101148,R06AX29,bilastine
C0243449,R06AX31,quifenadine
C2348186,R06AX32,sequifenadine
C3652617,R06AX53,"thenalidine, combinations"
C3653082,R06AX58,"pyrrobutamine, combinations"
C3653833,R07,OTHER RESPIRATORY SYSTEM PRODUCTS
C3653833,R07,OTHER RESPIRATORY SYSTEM PRODUCTS in ATC
C3653833,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS
C3653833,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS in ATC
C0034085,R07AA,Lung surfactants
C0216971,R07AA01,colfosceril palmitate
C3652545,R07AA02,natural phospholipids
C3539955,R07AA30,combinations
C3539955,R07AA30,lung surfactant combinations
C0282685,R07AB,Respiratory stimulants
C0013084,R07AB01,doxapram
C0028089,R07AB02,nikethamide
C0030903,R07AB03,pentetrazol
C0059692,R07AB04,etamivan
C0004960,R07AB05,bemegride
C0071957,R07AB06,prethcamide
C0002164,R07AB07,almitrine
C0058192,R07AB08,dimefline
C0071070,R07AB09,mepixanox
C3652826,R07AB52,"nikethamide, combinations"
C3652616,R07AB53,"pentetrazol, combinations"
C3653833,R07AX,Other respiratory system products
C3653833,R07AX,Other respiratory system products in ATC
C0028128,R07AX01,nitric oxide
C3264621,R07AX02,ivacaftor
C4033633,R07AX30,ivacaftor and lumacaftor
C4542171,R07AX31,ivacaftor and tezacaftor
C5209991,R07AX32,"ivacaftor, tezacaftor and elexacaftor"
C5971232,R07AX33,"deutivacaftor, tezacaftor and vanzacaftor"
C3654000,S,SENSORY ORGAN DRUGS
C3654000,S,SENSORY ORGANS
C2013096,S01,OPHTHALMOLOGICALS
C3540714,S01A,ANTIINFECTIVE OPHTHALMOLOGICS
C3540714,S01A,ANTIINFECTIVES
C3540710,S01AA,Antibiotics
C3540710,S01AA,"Antibiotics, ophthalmologic"
C0008168,S01AA01,chloramphenicol
C0008293,S01AA02,chlortetracycline
C0027603,S01AA03,neomycin
C0030092,S01AA04,oxytetracycline
C0041499,S01AA05,tyrothricin
C0016673,S01AA07,framycetin
C0039644,S01AA09,tetracycline
C0027444,S01AA10,natamycin
C3854019,S01AA11,gentamicin
C0040341,S01AA12,tobramycin
C0016875,S01AA13,fusidic acid
C0030827,S01AA14,benzylpenicillin
C0262967,S01AA15,dihydrostreptomycin
C0073371,S01AA16,rifamycin
C0014806,S01AA17,erythromycin
C0032535,S01AA18,polymyxin B
C0002680,S01AA19,ampicillin
C3653271,S01AA20,antibiotics in combination with other drugs
C0002499,S01AA21,amikacin
C0066520,S01AA22,micronomicin
C0027780,S01AA23,netilmicin
C0022487,S01AA24,kanamycin
C0771992,S01AA25,azidamfenicol
C0052796,S01AA26,azithromycin
C0007562,S01AA27,cefuroxime
C0042313,S01AA28,vancomycin
C0012024,S01AA29,dibekacin
C3653136,S01AA30,combinations of different antibiotics
C0007549,S01AA31,cefmenoxime
C0004599,S01AA32,bacitracin
C3541962,S01AB,Sulfonamides
C3541962,S01AB,"Sulfonamides, ophthalmologic antiinfectives"
C0038687,S01AB01,sulfamethizole
C0038745,S01AB02,sulfafurazole
C3652541,S01AB03,sulfadicramide
C0038670,S01AB04,sulfacetamide
C0038706,S01AB05,sulfafenazol
C3541353,S01AD,Antivirals
C3541353,S01AD,"Antivirals, ophthalmologic"
C0020811,S01AD01,idoxuridine
C0040987,S01AD02,trifluridine
C0001367,S01AD03,aciclovir
C3652465,S01AD05,interferon
C0042646,S01AD06,vidarabine
C0209227,S01AD07,famciclovir
C0292819,S01AD08,fomivirsen
C0017066,S01AD09,ganciclovir
C3540047,S01AE,"Fluoroquinolone antiinfectives, ophthalmologic"
C3540047,S01AE,Fluoroquinolones
C0028902,S01AE01,ofloxacin
C0028365,S01AE02,norfloxacin
C0008809,S01AE03,ciprofloxacin
C0065162,S01AE04,lomefloxacin
C0282386,S01AE05,levofloxacin
C0753645,S01AE06,gatifloxacin
C0536495,S01AE07,moxifloxacin
C2351042,S01AE08,besifloxacin
C0076843,S01AE09,tosufloxacin
C3653908,S01AX,Other antiinfectives
C3653908,S01AX,Other antiinfectives in ATC
C3536917,S01AX01,mercury compounds
C3536923,S01AX02,silver compounds
C3536922,S01AX03,zinc compounds
C0028157,S01AX04,nitrofural
C0602838,S01AX05,bibrocathol
C0073085,S01AX06,resorcinol
C0074727,S01AX07,sodium borate
C0062648,S01AX08,hexamidine
C0008196,S01AX09,chlorhexidine
C0142916,S01AX10,sodium propionate
C0057799,S01AX14,dibrompropamidine
C0072159,S01AX15,propamidine
C0071036,S01AX16,picloxydine
C0032857,S01AX18,povidone-iodine
C0376892,S01AX24,polihexanide
C4550692,S01AX25,lotilaner
C3540718,S01B,ANTIINFLAMMATORY AGENTS
C3540718,S01B,"ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC"
C3540731,S01BA,"Corticosteroid ophthalmologic antiinflammatory agents, plain"
C3540731,S01BA,"Corticosteroids, plain"
C0011777,S01BA01,dexamethasone
C0020268,S01BA02,hydrocortisone
C0010137,S01BA03,cortisone
C0032950,S01BA04,prednisolone
C0040864,S01BA05,triamcinolone
C0005308,S01BA06,betamethasone
C0016351,S01BA07,fluorometholone
C0065865,S01BA08,medrysone
C0360518,S01BA09,clobetasone
C0360534,S01BA10,alclometasone
C0011705,S01BA11,desonide
C3652565,S01BA12,formocortal
C0140594,S01BA13,rimexolone
C0772364,S01BA14,loteprednol
C0016298,S01BA15,fluocinolone acetonide
C0058004,S01BA16,difluprednate
C3653678,S01BB,Corticosteroids and mydriatics in combination
C3652964,S01BB01,hydrocortisone and mydriatics
C3652988,S01BB02,prednisolone and mydriatics
C3652765,S01BB03,fluorometholone and mydriatics
C3652903,S01BB04,betamethasone and mydriatics
C3653520,S01BC,"Antiinflammatory agents, non-steroidal, ophthalmologic"
C3653520,S01BC,"Antiinflammatory agents, non-steroids"
C0021246,S01BC01,indometacin
C0030078,S01BC02,oxyphenbutazone
C0012091,S01BC03,diclofenac
C0016377,S01BC04,flurbiprofen
C0073631,S01BC05,ketorolac
C0031990,S01BC06,piroxicam
C0053097,S01BC07,bendazac
C0036079,S01BC08,salicylic acid
C0072652,S01BC09,pranoprofen
C0961209,S01BC10,nepafenac
C0054094,S01BC11,bromfenac
C3653702,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION
C3540728,S01CA,Corticosteroids and antiinfectives in combination
C3540728,S01CA,"Corticosteroids and antiinfectives in combination, opthalmologic"
C3652910,S01CA01,dexamethasone and antiinfectives
C3653054,S01CA02,prednisolone and antiinfectives
C3652907,S01CA03,hydrocortisone and antiinfectives
C3652896,S01CA04,fluocortolone and antiinfectives
C3652912,S01CA05,betamethasone and antiinfectives
C3652909,S01CA06,fludrocortisone and antiinfectives
C3652766,S01CA07,fluorometholone and antiinfectives
C3652953,S01CA08,methylprednisolone and antiinfectives
C3652801,S01CA09,chloroprednisone and antiinfectives
C3652908,S01CA10,fluocinolone acetonide and antiinfectives
C3652992,S01CA11,clobetasone and antiinfectives
C5881809,S01CA12,loteprednol and antiinfectives
C3653661,S01CB,Corticosteroids/antiinfectives/mydriatics in combination
C0011777,S01CB01,dexamethasone
C0032950,S01CB02,prednisolone
C0020268,S01CB03,hydrocortisone
C0005308,S01CB04,betamethasone
C0016351,S01CB05,fluorometholone
C3653701,S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination"
C3652990,S01CC01,diclofenac and antiinfectives
C3871448,S01CC02,indometacin and antiinfectives
C3653720,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS
C3653557,S01EA,Sympathomimetics in glaucoma therapy
C0014563,S01EA01,epinephrine
C0058415,S01EA02,dipivefrine
C0048038,S01EA03,apraclonidine
C0009014,S01EA04,clonidine
C0525227,S01EA05,brimonidine
C3652879,S01EA51,"epinephrine, combinations"
C5978746,S01EA55,brimonidine and ripasudil
C3539128,S01EB,Parasympathomimetics
C3539128,S01EB,"Parasympathomimetics, antiglaucoma preparations and miotics"
C0031923,S01EB01,pilocarpine
C0006945,S01EB02,carbachol
C0301366,S01EB03,ecothiopate
C0360174,S01EB04,demecarium
C0031849,S01EB05,physostigmine
C0027679,S01EB06,neostigmine
C0022181,S01EB07,fluostigmine
C0000948,S01EB08,aceclidine
C0001041,S01EB09,acetylcholine
C0030480,S01EB10,paraoxon
C3652614,S01EB51,"pilocarpine, combinations"
C3653188,S01EB58,"aceclidine, combinations"
C3541961,S01EC,Carbonic anhydrase inhibitors
C3541961,S01EC,"Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics"
C0000981,S01EC01,acetazolamide
C0012086,S01EC02,diclofenamide
C0165590,S01EC03,dorzolamide
C0673966,S01EC04,brinzolamide
C0025631,S01EC05,methazolamide
C3871461,S01EC54,"brinzolamide, combinations"
C3541930,S01ED,Beta blocking agents
C3541930,S01ED,"Beta blocking agents, antiglaucoma preparations and miotics"
C0040233,S01ED01,timolol
C0005320,S01ED02,betaxolol
C0006388,S01ED03,levobunolol
C0041030,S01ED04,metipranolol
C0007299,S01ED05,carteolol
C0053071,S01ED06,befunolol
C3653114,S01ED51,"timolol, combinations"
C3653173,S01ED52,"betaxolol, combinations"
C3652844,S01ED54,"metipranolol, combinations"
C3652886,S01ED55,"carteolol, combinations"
C3540753,S01EE,Prostaglandin analogues
C3540753,S01EE,"Prostaglandin analogues, antiglaucoma drugs and miotics"
C0090306,S01EE01,latanoprost
C0772319,S01EE02,unoprostone
C0937917,S01EE03,bimatoprost
C0937916,S01EE04,travoprost
C1451502,S01EE05,tafluprost
C4279599,S01EE06,latanoprostene bunod
C4762758,S01EE51,latanoprost and netarsudil
C5978750,S01EE52,latanoprost and dorzolamide
C3653911,S01EX,Other antiglaucoma preparations
C3653911,S01EX,Other antiglaucoma preparations in ATC
C0018318,S01EX01,guanethidine
C0057143,S01EX02,dapiprazole
C4535718,S01EX05,netarsudil
C4759135,S01EX06,omidenepag
C4045501,S01EX07,ripasudil
C0357659,S01F,MYDRIATICS AND CYCLOPLEGICS
C3540711,S01FA,Anticholinergic mydriatics and cycloplegics
C3540711,S01FA,Anticholinergics
C0004259,S01FA01,atropine
C0036442,S01FA02,scopolamine
C0301374,S01FA03,methylscopolamine
C0010582,S01FA04,cyclopentolate
C0062922,S01FA05,homatropine
C0041190,S01FA06,tropicamide
C3871455,S01FA54,"cyclopentolate, combinations"
C3652438,S01FA56,"tropicamide, combinations"
C3653819,S01FB,Sympathomimetics excl. antiglaucoma preparations
C0031469,S01FB01,phenylephrine
C0014479,S01FB02,ephedrine
C0123043,S01FB03,ibopamine
C3833028,S01FB51,phenylephrine and ketorolac
C3653596,S01G,DECONGESTANTS AND ANTIALLERGICS
C3653543,S01GA,Sympathomimetics used as decongestants
C0027373,S01GA01,naphazoline
C0076286,S01GA02,tetryzoline
C0078643,S01GA03,xylometazoline
C0030071,S01GA04,oxymetazoline
C0031469,S01GA05,phenylephrine
C0795712,S01GA06,oxedrine
C0525227,S01GA07,brimonidine
C3652835,S01GA51,"naphazoline, combinations"
C3652618,S01GA52,"tetryzoline, combinations"
C3652840,S01GA53,"xylometazoline, combinations"
C3652906,S01GA55,"phenylephrine, combinations"
C3652816,S01GA56,"oxedrine, combinations"
C3653300,S01GX,Other antiallergics
C3653300,S01GX,Other antiallergics in ATC
C0086073,S01GX01,cromoglicic acid
C0064870,S01GX02,levocabastine
C2348231,S01GX03,spaglumic acid
C0068483,S01GX04,nedocromil
C0126120,S01GX05,lodoxamide
C0064263,S01GX06,emedastine
C0052762,S01GX07,azelastine
C0022642,S01GX08,ketotifen
C0527189,S01GX09,olopatadine
C0078442,S01GX10,epinastine
C2348241,S01GX11,alcaftadine
C0055147,S01GX12,cetirizine
C1101148,S01GX13,bilastine
C3653122,S01GX51,"cromoglicic acid, combinations"
C3541403,S01H,LOCAL ANESTHETICS
C3541403,S01H,"Local anesthetics, ophthalmologic"
C3541403,S01HA,Local anesthetics
C0009170,S01HA01,cocaine
C0053114,S01HA02,oxybuprocaine
C0039629,S01HA03,tetracaine
C0072510,S01HA04,proxymetacaine
C0033218,S01HA05,procaine
C0012050,S01HA06,cinchocaine
C0023660,S01HA07,lidocaine
C0055443,S01HA08,chloroprocaine
C3539964,S01HA30,combinations
C3539964,S01HA30,local opthalmologic anesthetic combinations
C3540787,S01J,DIAGNOSTIC AGENTS
C3540787,S01J,"DIAGNOSTIC AGENTS, OPHTHAMOLOGIC"
C3653522,S01JA,Colouring agents
C3653522,S01JA,"Diagnostic, opthalmologic coloring agents"
C0060520,S01JA01,fluorescein
C1321948,S01JA02,rose bengal sodium
C3652894,S01JA51,"fluorescein, combinations"
C3653845,S01JX,Other ophthalmological diagnostic agents
C3653845,S01JX,Other ophthalmological diagnostic agents in ATC
C3653358,S01K,SURGICAL AIDS
C3653358,S01K,"SURGICAL AIDS, OPHTHALMOLOGIC"
C3541378,S01KA,Viscoelastic substances
C0020196,S01KA01,hyaluronic acid
C0063242,S01KA02,hypromellose
C3653119,S01KA51,"hyaluronic acid, combinations"
C3653952,S01KX,Other ophthalmologic surgical aids in ATC
C3653952,S01KX,Other surgical aids
C0008742,S01KX01,chymotrypsin
C0041213,S01KX02,trypan blue
C3653514,S01L,OCULAR VASCULAR DISORDER AGENTS
C3653523,S01LA,Antineovascularisation agents
C0387288,S01LA01,verteporfin
C1693912,S01LA02,anecortave
C1531015,S01LA03,pegaptanib
C1566537,S01LA04,ranibizumab
C1134659,S01LA05,aflibercept
C4550124,S01LA06,brolucizumab
C4519646,S01LA07,abicipar pegol
C0796392,S01LA08,bevacizumab
C5139890,S01LA09,faricimab
C3653844,S01X,OTHER OPHTHALMOLOGICALS
C3653844,S01X,OTHER OPHTHALMOLOGICALS IN ATC
C3653844,S01XA,Other ophthalmologicals
C3653844,S01XA,Other ophthalmologicals in ATC
C3652630,S01XA01,guaiazulen
C0042839,S01XA02,retinol
C0036085,S01XA03,"sodium chloride, hypertonic"
C0032831,S01XA04,potassium iodide
C0012695,S01XA05,sodium edetate
C0015109,S01XA06,ethylmorphine
C0137988,S01XA07,alum
C0001047,S01XA08,acetylcysteine
C3652597,S01XA09,iodoheparinate
C0021528,S01XA10,inosine
C0027368,S01XA11,nandrolone
C0057610,S01XA12,dexpanthenol
C0032143,S01XA13,alteplase
C0019134,S01XA14,heparin
C0003968,S01XA15,ascorbic acid
C0010592,S01XA18,ciclosporin
C3652431,S01XA19,"limbal stem cells, autologous"
C3652984,S01XA20,artificial tears and other indifferent preparations
C0010648,S01XA21,mercaptamine
C0066522,S01XA22,ocriplasmin
C0072980,S01XA23,sirolimus
C4541383,S01XA24,cenegermin
C3713860,S01XA25,lifitegrast
C0035527,S01XA26,riboflavin
C4541993,S01XA27,voretigene neparvovec
C1569608,S01XA28,varenicline
C5419280,S01XA29,sepofarsen
C5418501,S01XA31,pegcetacoplan
C5139850,S01XA32,avacincaptad pegol
C1955479,S01XA33,diquafosol
C3653485,S02,OTOLOGICALS
C3540713,S02A,"ANTIINFECTIVE DRUGS, OTOLOGIC"
C3540713,S02A,ANTIINFECTIVES
C3540713,S02AA,Antiinfectives
C0008168,S02AA01,chloramphenicol
C0028157,S02AA02,nitrofural
C0006020,S02AA03,boric acid
C0102834,S02AA04,aluminium acetotartrate
C0021978,S02AA05,clioquinol
C0020281,S02AA06,hydrogen peroxide
C0027603,S02AA07,neomycin
C0039644,S02AA08,tetracycline
C0008196,S02AA09,chlorhexidine
C0000983,S02AA10,acetic acid
C0032535,S02AA11,polymyxin B
C0073371,S02AA12,rifamycin
C0025942,S02AA13,miconazole
C3854019,S02AA14,gentamicin
C0008809,S02AA15,ciprofloxacin
C0028902,S02AA16,ofloxacin
C0016610,S02AA17,fosfomycin
C0007549,S02AA18,cefmenoxime
C3652442,S02AA30,"antiinfectives, combinations"
C3540725,S02B,Corticosteroid otologicals
C3540725,S02B,CORTICOSTEROIDS
C3540725,S02BA,Corticosteroids
C0020268,S02BA01,hydrocortisone
C0032950,S02BA03,prednisolone
C0011777,S02BA06,dexamethasone
C0005308,S02BA07,betamethasone
C0016298,S02BA08,fluocinolone acetonide
C3540730,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
C3540730,S02C,"Corticosteroids and antiinfectives in combination, otologic"
C3540730,S02CA,Corticosteroids and antiinfectives in combination
C3653054,S02CA01,prednisolone and antiinfectives
C3652973,S02CA02,flumetasone and antiinfectives
C3652907,S02CA03,hydrocortisone and antiinfectives
C3653138,S02CA04,triamcinolone and antiinfectives
C3652908,S02CA05,fluocinolone acetonide and antiinfectives
C3652910,S02CA06,dexamethasone and antiinfectives
C3652909,S02CA07,fludrocortisone and antiinfectives
C3653935,S02D,OTHER OTOLOGICALS
C3653935,S02D,OTHER OTOLOGICALS in ATC
C0682871,S02DA,Analgesics and anesthetics
C0023660,S02DA01,lidocaine
C0009170,S02DA02,cocaine
C0003420,S02DA03,phenazone
C0012050,S02DA04,cinchocaine
C3539971,S02DA30,combinations
C3539971,S02DA30,otologic analgesic and anesthetic combinations
C3653427,S02DC,Indifferent preparations
C3653427,S02DC,"Indifferent preparations, otologicals"
C3653568,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
C3540716,S03A,ANTIINFECTIVES
C3540716,S03A,"ANTIINFECTIVES, OPHTHALMOLOGIC AND OTOLOGIC"
C3540716,S03AA,Antiinfectives
C0027603,S03AA01,neomycin
C0039644,S03AA02,tetracycline
C0032535,S03AA03,polymyxin B
C0008196,S03AA04,chlorhexidine
C0062648,S03AA05,hexamidine
C3854019,S03AA06,gentamicin
C0008809,S03AA07,ciprofloxacin
C0008168,S03AA08,chloramphenicol
C3652442,S03AA30,"antiinfectives, combinations"
C3540726,S03B,Corticosteroid ophthalmologic and otologic preparations
C3540726,S03B,CORTICOSTEROIDS
C3540726,S03BA,Corticosteroids
C0011777,S03BA01,dexamethasone
C0032950,S03BA02,prednisolone
C0005308,S03BA03,betamethasone
C3540729,S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
C3540729,S03C,"Corticosteroids and antiinfectives in combination, opthalmologic and otologic"
C3540729,S03CA,Corticosteroids and antiinfectives in combination
C3652910,S03CA01,dexamethasone and antiinfectives
C3653054,S03CA02,prednisolone and antiinfectives
C3652907,S03CA04,hydrocortisone and antiinfectives
C3652909,S03CA05,fludrocortisone and antiinfectives
C3652912,S03CA06,betamethasone and antiinfectives
C3652953,S03CA07,methylprednisolone and antiinfectives
C3653936,S03D,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
C3653936,S03D,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS in ATC
C3540763,V,VARIOUS
C3540763,V,VARIOUS DRUG CLASSES IN ATC
C0002092,V01,ALLERGENS
C0002092,V01A,ALLERGENS
C0440016,V01AA,Allergen extracts
C3486460,V01AA01,feather
C0440307,V01AA02,grass pollen
C3539110,V01AA03,house dust mites
C3653277,V01AA04,mold fungus and yeast fungus allergenic extracts
C3653277,V01AA04,mould fungus and yeast fungus
C3541399,V01AA05,tree pollen
C3541399,V01AA05,tree pollen allergenic extracts
C0981916,V01AA07,insect allergenic extracts
C0981916,V01AA07,insects
C3540798,V01AA08,food
C3540798,V01AA08,Food allergenic extracts
C3541398,V01AA09,textile allergenic extracts
C3541398,V01AA09,textiles
C3540799,V01AA10,flower allergenic extracts
C3540799,V01AA10,flowers
C3540698,V01AA11,animal allergen extracts
C3540698,V01AA11,animals
C3540765,V01AA20,various
C3540765,V01AA20,various allergen extracts
C3653767,V03,ALL OTHER THERAPEUTIC PRODUCTS
C3653767,V03A,ALL OTHER THERAPEUTIC PRODUCTS
C0003295,V03AB,Antidotes
C0022046,V03AB01,ipecacuanha
C0027355,V03AB02,nalorphine
C0086197,V03AB03,edetates
C0071808,V03AB04,pralidoxime
C3652718,V03AB05,prednisolone and promethazine
C3848534,V03AB06,thiosulfate
C0037532,V03AB08,sodium nitrite
C0012383,V03AB09,dimercaprol
C0086728,V03AB13,obidoxime
C0033603,V03AB14,protamine
C0027358,V03AB15,naloxone
C0001962,V03AB16,ethanol
C0025746,V03AB17,methylthioninium chloride
C0032838,V03AB18,potassium permanganate
C0031849,V03AB19,physostigmine
C0056301,V03AB20,copper sulfate
C0032831,V03AB21,potassium iodide
C0002711,V03AB22,amyl nitrite
C0001047,V03AB23,acetylcysteine
C3652663,V03AB24,digitalis antitoxin
C0016293,V03AB25,flumazenil
C0025646,V03AB26,methionine
