code,EMIS_term,product_name,substance_name,formulation,administration_route
141000033119,1/2% Menthol In Aqueous  Cream  ,NA,NA,NA,NA
241000033114,8.4% Sodium Bicarbonate In Purified Chloroform  Water  ,NA,NA,NA,NA
341000033116,AAA 1.5mg/dose sore throat spray (Manx Healthcare Ltd),AAA 1.5mg/dose sore throat spray,Benzocaine,Spray,Oromucosal
441000033110,Abidec  Capsules,NA,NA,NA,NA
541000033111,Absorbent cotton BP 1988,Absorbent cotton BP 1988,NA,NA,NA
641000033112,Absorbent Dressing  Dressing  5 cm * 5 cm,NA,NA,NA,NA
741000033115,Absorbent lint BPC,Absorbent lint BPC,NA,NA,NA
841000033113,"Absorbent, Perforated, With Adhesive Border  Dressing  6 cm x 7 cm",NA,NA,NA,NA
941000033117,"Absorbent, Perforated, With Adhesive Border  Dressing  9 cm x 10 cm",NA,NA,NA,NA
1041000033119,"Absorbent, Perforated, With Adhesive Border  Dressing  9 cm x 15 cm",NA,NA,NA,NA
1141000033115,Absorbent cotton hospital quality,Absorbent cotton hospital quality,NA,NA,NA
1241000033110,Absorbent Cotton Wool (Propax)  Dressing  bp,NA,NA,NA,NA
1341000033117,Absorbent Dressing  Dressing  20 cm * 10 cm,NA,NA,NA,NA
1441000033111,Abidec Multivitamin drops (Omega Pharma Ltd),Abidec Multivitamin drops,Ascorbic acid/ Ergocalciferol/ Nicotinamide/ Pyridoxine hydrochloride/ Riboflavin/ Thiamine hydrochloride/ Vitamin A palmitate,Oral drops,Oral
1541000033112,"Absorbent Gauze, Type 13 Light Sterile  Gauze  90 cm*1 m",NA,NA,NA,NA
1641000033113,"Absorbent Gauze, Type 13 Light Sterile  Gauze  90 cm*10 m",NA,NA,NA,NA
1741000033116,"Absorbent Gauze, Type 13 Light Sterile  Gauze  90 cm*3 m",NA,NA,NA,NA
1841000033114,Abelcet  Injection  5 mg/ml,NA,NA,NA,NA
1941000033118,Abciximab 10mg/5ml solution for injection vials,Abciximab 10mg/5ml solution for injection vials,Abciximab,Solution for injection,Intravenous
2041000033112,Absorbent cotton and viscose ribbon gauze BP 1988 sterile 1.25cm,Absorbent cotton and viscose ribbon gauze BP 1988 sterile 1.25cm,NA,NA,NA
2141000033111,Absorbent cotton and viscose ribbon gauze BP 1988 sterile 2.5cm,Absorbent cotton and viscose ribbon gauze BP 1988 sterile 2.5cm,NA,NA,NA
2241000033116,Absorbable catgut chromic suture 2gauge 75cm length with 16mm curved cutting needle W480 (Ethicon Ltd),Absorbable catgut chromic suture 2gauge 75cm length with 16mm curved cutting needle,NA,NA,NA
2341000033114,Absorbable catgut chromic suture 2gauge 75cm length with 16mm curved round bodied needle W548 (Ethicon Ltd),Absorbable catgut chromic suture 2gauge 75cm length with 16mm curved round bodied needle,NA,NA,NA
2441000033115,Absorbable catgut chromic suture 3.5gauge 75cm length with 25mm Tapercut half circle heavy needle W565 (Ethicon Ltd),Absorbable catgut chromic suture 3.5gauge 75cm length with 25mm Tapercut half circle heavy needle,NA,NA,NA
2541000033119,Absorbable catgut chromic suture 3.5gauge 75cm length with 35mm Tapercut half circle needle W488 (Ethicon Ltd),Absorbable catgut chromic suture 3.5gauge 75cm length with 35mm Tapercut half circle needle,NA,NA,NA
2641000033118,Absorbable catgut chromic suture 3.5gauge 75cm length with 45mm Tapercut half circle heavy needle W492 (Ethicon Ltd),Absorbable catgut chromic suture 3.5gauge 75cm length with 45mm Tapercut half circle heavy needle,NA,NA,NA
2741000033110,Absorbent Cotton Wool Enclosed In Gauze  Tissue  ,NA,NA,NA,NA
2841000033117,Acipimox 250mg capsules,Acipimox 250mg capsules,Acipimox,Capsule,Oral
2941000033113,Acemetacin 60mg capsules,NA,NA,NA,NA
3041000033115,Acebutolol 100mg capsules,Acebutolol 100mg capsules,Acebutolol hydrochloride,Capsule,Oral
3141000033116,Acebutolol 200mg capsules,Acebutolol 200mg capsules,Acebutolol hydrochloride,Capsule,Oral
3241000033111,Acetazolamide  Capsules  500 mg,NA,NA,NA,NA
3341000033118,Acitretin 10mg capsules,NA,NA,NA,NA
3441000033112,Acitretin 25mg capsules,NA,NA,NA,NA
3541000033113,Achromycin 250mg capsules (Wyeth Pharmaceuticals),Achromycin 250mg capsules,Tetracycline hydrochloride,Capsule,Oral
3641000033114,Achromycin V  Capsules  250 mg,NA,NA,NA,NA
3741000033117,Acrosoxacin  Capsules  150 mg,NA,NA,NA,NA
3841000033110,Acrivastine 8mg capsules,Acrivastine 8mg capsules,Acrivastine,Capsule,Oral
3941000033119,Aciclovir 5% cream,Aciclovir 5% cream,Aciclovir,Cream,Cutaneous
4041000033117,Acnidazil  Cream  ,NA,NA,NA,NA
4141000033118,Aciclovir 200mg dispersible tablets,Aciclovir 200mg dispersible tablets,Aciclovir,Dispersible tablet/,Oral
4241000033113,Aciclovir 400mg dispersible tablets,Aciclovir 400mg dispersible tablets,Aciclovir,Dispersible tablet/,Oral
4341000033115,Acamprosate 333mg gastro-resistant tablets,Acamprosate 333mg gastro-resistant tablets,Acamprosate calcium,Gastro-resistant tablet,Oral
4441000033114,Achromycin  Ear/eye ointment  1 %,NA,NA,NA,NA
4541000033110,Activated charcoal 5g effervescent granules sachets,Activated charcoal 5g effervescent granules sachets,Activated charcoal,Effervescent granules,Oral
4641000033111,Actidil  Elixir  2 mg/5 ml,NA,NA,NA,NA
4741000033119,Actifed Expectorant  Elixir  ,NA,NA,NA,NA
4841000033112,Acular 0.5% eye drops (AbbVie Ltd),Acular 0.5% eye drops,Ketorolac trometamol,Eye drops,Ocular
4941000033116,Aciclovir 3% eye ointment,Aciclovir 30mg/g eye ointment,Aciclovir,Eye ointment,Ocular
5041000033116,Acetylcholine Chloride  Eye solution  ,NA,NA,NA,NA
5141000033117,Acetylcysteine 5% eye drops,Acetylcysteine 5% eye drops,Acetylcysteine,Eye drops,Ocular
5241000033112,Acnecide  Gel  10 %,NA,NA,NA,NA
5341000033119,Acnecide 5% gel (Galderma (UK) Ltd),Acnecide 5% gel,Benzoyl peroxide,Gel,Cutaneous
5441000033113,Acnegel Forte  Gel  10 %,NA,NA,NA,NA
5541000033114,Actonorm gel (Wallace Manufacturing Chemists Ltd),Actonorm gel,Aluminium hydroxide/ Magnesium hydroxide/ Simeticone,Oral suspension,Oral
5641000033110,Acetoxyl 2.5  Gel  2.5 %,NA,NA,NA,NA
5741000033118,Acetoxyl 5  Gel  5 %,NA,NA,NA,NA
5841000033111,Acnegel  Gel  5 %,NA,NA,NA,NA
5941000033115,Acetylcysteine 200mg granules sachets,Acetylcysteine 200mg granules sachets,Acetylcysteine,Granules,Oral
6041000033113,Acebutolol  Injection  5 mg/1 ml,NA,NA,NA,NA
6141000033112,Achromycin  Intramuscular injection,NA,NA,NA,NA
6241000033117,Achromycin  Intravenous injection  250 mg,NA,NA,NA,NA
6341000033110,Act-Hib Dtp  Injection,NA,NA,NA,NA
6441000033116,Achromycin  Intravenous injection  500 mg,NA,NA,NA,NA
6541000033115,Actilyse 10mg powder and solvent for solution for injection vials (Boehringer Ingelheim Ltd),Actilyse 10mg powder and solvent for solution for injection vials,Alteplase,Powder and solvent for solution for injection,Intravenous
6641000033119,Accusite  Injectable gel,NA,NA,NA,NA
6741000033111,Act-Hib Dtp  Injection (dual chamber)  ,NA,NA,NA,NA
6841000033118,Acth/Cmc  Injection  60 units/ml,NA,NA,NA,NA
6941000033114,Acthar 400units/5ml gel for injection vials (Imported (United States)),Acthar 400units/5ml gel for injection vials,Corticotropin,Gel for injection/,NA
7041000033110,Acupan 20mg/1ml solution for injection ampoules (3M Health Care Ltd),Acupan 20mg/1ml solution for injection ampoules,Nefopam hydrochloride,Solution for injection,Intramuscular
7141000033114,Acthar Gel  Injection  20 units/ml,NA,NA,NA,NA
7241000033119,Acthar Gel  Injection  40 units/ml,NA,NA,NA,NA
7341000033112,Actrapid Mc  Injection  100 units/1 ml,NA,NA,NA,NA
7441000033118,Aciclovir 250mg powder for solution for infusion vials,Aciclovir 250mg powder for solution for infusion vials,Aciclovir sodium,Powder for solution for infusion,Intravenous
7541000033117,Actinomycin D (With Mannitol)  Injection  500 microgram vial,NA,NA,NA,NA
7741000033113,Ac Vax  Injection  ,NA,NA,NA,NA
7841000033115,Acetylcysteine 2g/10ml solution for infusion ampoules,Acetylcysteine 2g/10ml solution for infusion ampoules,Acetylcysteine,Solution for infusion,Intravenous
8141000033113,Actilyse 20mg powder and solvent for solution for injection vials (Boehringer Ingelheim Ltd),Actilyse 20mg powder and solvent for solution for injection vials,Alteplase,Powder and solvent for solution for injection,Intravenous
8241000033118,Acetazolamide 500mg powder for solution for injection vials,Acetazolamide 500mg powder for solution for injection vials,Acetazolamide,Powder for solution for injection,Intramuscular/ Intravenous
8341000033111,Aciclovir 500mg powder for solution for infusion vials,Aciclovir 500mg powder for solution for infusion vials,Aciclovir sodium,Powder for solution for infusion,Intravenous
8441000033117,Aci-Jel 0.94% vaginal jelly (Janssen-Cilag Ltd),Aci-Jel 0.94% vaginal jelly,Acetic acid/ Acetic acid glacial,Vaginal gel,Vaginal
8641000033115,Actifed Compound  Linctus  ,NA,NA,NA,NA
8741000033112,Actinac lotion (Peckforton Pharmaceuticals Ltd),Actinac lotion,Allantoin/ Chloramphenicol/ Hydrocortisone acetate/ Nicoboxil/ Sulfur precipitated,Liquid,Cutaneous
8841000033119,Acetazolamide 250mg modified-release capsules,Acetazolamide 250mg modified-release capsules,Acetazolamide,Modified-release capsule,Oral
8941000033110,Achromycin Topical  Ointment  3 %,NA,NA,NA,NA
9041000033118,Achromycin  Ophthalmic oil  1 %,NA,NA,NA,NA
9141000033119,Actonorm oral powder (Wallace Manufacturing Chemists Ltd),Actonorm oral powder,Aluminium hydroxide gel dried/ Atropine sulfate/ Calcium carbonate/ Magnesium carbonate/ Magnesium trisilicate/ Peppermint oil/ Sodium bicarbonate, Powder,Oral
9241000033114,Acetazolamide  Powder  ,NA,NA,NA,NA
9341000033116,Achromycin  Powder  25 g/bottle,NA,NA,NA,NA
9541000033111,Activated charcoal 81.3% granules sugar free,Activated charcoal 81.3% granules sugar free,Activated charcoal,Granules,Oral/ Gastroenteral
9641000033112,Human Actrapid  Preloaded pen  100 units/ml,NA,NA,NA,NA
9741000033115,Acnisal 2% solution (Alliance Pharmaceuticals Ltd),Acnisal 2% solution,Salicylic acid,Liquid,Cutaneous
10041000033114,Aciclovir 200mg/5ml oral suspension sugar free,Aciclovir 200mg/5ml oral suspension sugar free,Aciclovir,Oral suspension,Oral
10141000033113,Aciclovir 400mg/5ml oral suspension sugar free,Aciclovir 400mg/5ml oral suspension sugar free,Aciclovir,Oral suspension,Oral
10241000033118,Achromycin V  Syrup  125 mg/5 ml,NA,NA,NA,NA
10341000033111,Actifed  Syrup  ,NA,NA,NA,NA
10441000033117,Achromycin  Syrup  125 mg/5 ml,NA,NA,NA,NA
10541000033116,Acetest testing tablets (Bayer Diagnostics Manufacturing Ltd),Acetest testing tablets,NA,NA,NA
10641000033115,Aciclovir 800mg dispersible tablets,Aciclovir 800mg dispersible tablets,Aciclovir,Dispersible tablet/,Oral
10741000033112,Acebutolol 400mg tablets,Acebutolol 400mg tablets,Acebutolol hydrochloride,Tablet,Oral
10841000033119,Acepril 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acepril 12.5mg tablets,Captopril,Tablet,Oral
10941000033110,Acepril 25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acepril 25mg tablets,Captopril,Tablet,Oral
11041000033117,Acepril 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acepril 50mg tablets,Captopril,Tablet,Oral
11141000033118,Acetazolamide 250mg tablets,NA,NA,NA,NA
11241000033113,Accuretic 10mg/12.5mg tablets (Pfizer Ltd),Accuretic 10mg/12.5mg tablets,Hydrochlorothiazide/ Quinapril hydrochloride,Tablet,Oral
11341000033115,Acetazolamide  Tablets  500 mg,NA,NA,NA,NA
11441000033114,Acarbose 100mg tablets,NA,NA,NA,NA
11541000033110,Acarbose 50mg tablets,NA,NA,NA,NA
11641000033111,Accupro 40mg tablets (Pfizer Ltd),Accupro 40mg tablets,Quinapril hydrochloride,Tablet,Oral
11741000033119,Acitak  Tablets  200 mg,NA,NA,NA,NA
11841000033112,Acitak 400mg tablets (Opus Pharmaceuticals Ltd),Acitak 400mg tablets,Cimetidine,Tablet,Oral
11941000033116,Acitak  Tablets  800 mg,NA,NA,NA,NA
12041000033110,Aceclofenac 100mg tablets,NA,NA,NA,NA
12141000033114,Actidil  Tablets  2.5 mg,NA,NA,NA,NA
12241000033119,Acupan 30mg tablets (Meda Pharmaceuticals Ltd),Acupan 30mg tablets,Nefopam hydrochloride,Tablet,Oral
12341000033112,Achromycin  Tablets  250 mg,NA,NA,NA,NA
12441000033118,Actifed  Tablets  ,NA,NA,NA,NA
12541000033117,Aciclovir 200mg tablets,Aciclovir 200mg tablets,Aciclovir,Tablet,Oral
12641000033116,Acetohexamide  Tablets  500 mg,NA,NA,NA,NA
12741000033113,Activated Dimethicone  Tablets  20 mg,NA,NA,NA,NA
12841000033115,Actal 360mg tablets (Seven Seas Ltd),Actal 360mg tablets,Alexitol sodium,Tablet,Oral
12941000033111,Activated Dimethicone  Tablets  40 mg,NA,NA,NA,NA
13041000033118,Aciclovir 400mg tablets,Aciclovir 400mg tablets,Aciclovir,Tablet,Oral
13141000033119,Acezide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd),Acezide 25mg/50mg tablets,Captopril/ Hydrochlorothiazide,Tablet,Oral
13241000033114,Accupro 10mg tablets (Pfizer Ltd),Accupro 10mg tablets,Quinapril hydrochloride,Tablet,Oral
13341000033116,Accupro 20mg tablets (Pfizer Ltd),Accupro 20mg tablets,Quinapril hydrochloride,Tablet,Oral
13441000033110,Accupro 5mg tablets (Pfizer Ltd),Accupro 5mg tablets,Quinapril hydrochloride,Tablet,Oral
13541000033111,Act-Hib  Vaccine  10 micrograms/0.5 ml,NA,NA,NA,NA
13641000033112,Acellular Pertussis  Vaccine  0.5 ml/vial,NA,NA,NA,NA
13741000033115,Acetic acid 0.94% vaginal gel,Acetic acid 0.94% vaginal gel,Acetic acid/ Acetic acid glacial,Vaginal gel,Vaginal
13841000033113,Adizem  Capsules  60 mg,NA,NA,NA,NA
13941000033117,Adifax  Capsules  15 mg,NA,NA,NA,NA
14041000033115,Adalat 10mg capsules (Bayer Plc),Adalat 10mg capsules,Nifedipine,Capsule,Oral
14141000033116,Adalat 5mg capsules (Bayer Plc),Adalat 5mg capsules,Nifedipine,Capsule,Oral
14341000033118,Adrenaline  Cream  ,NA,NA,NA,NA
14441000033112,Adcortyl  Cream  0.1 %,NA,NA,NA,NA
14541000033113,Adcortyl With Graneodin  Cream  ,NA,NA,NA,NA
14741000033117,Adrenaline  Eye drops  0.5 %,NA,NA,NA,NA
14841000033110,Adrenaline  Eye drops  1 %,NA,NA,NA,NA
14941000033119,Adapalene 0.1% gel,NA,NA,NA,NA
15141000033115,Adrenaline Min-I-Jet  Injection  0.5 mg/0.5 ml,NA,NA,NA,NA
15241000033110,Adrenaline Min-I-Jet  Injection  1 mg/1 ml,NA,NA,NA,NA
15441000033111,Adenosine 30mg/10ml solution for infusion vials,Adenosine 30mg/10ml solution for infusion vials,Adenosine,Solution for infusion,Intravenous
15541000033112,Adrenaline  Injection  100 micrograms/ml,NA,NA,NA,NA
15641000033113,Adrenaline Acid Tartrate  Injection  1 mg/10 ml,NA,NA,NA,NA
15741000033116,Adrenaline Acid Tartrate  Injection  300 micrograms/3 ml,NA,NA,NA,NA
15841000033114,Adrenaline Acid Tartrate  Inhaler  280 micrograms/puff,NA,NA,NA,NA
15941000033118,Adrenaline  Injection  1 mg/ml,NA,NA,NA,NA
16041000033111,Adsorbed Diphtheria And Tetanus Vaccine Bp  Injection  ,NA,NA,NA,NA
16141000033110,Adsorbed Tetanus Vaccine Bp  Injection  ,NA,NA,NA,NA
16241000033115,Adsorbed Diph. Tet. And Pert. Vaccine  Injection  ,NA,NA,NA,NA
16341000033113,Adrenaline  Intracardiac injection  100 micrograms/ml,NA,NA,NA,NA
16441000033119,Adcortyl  Injection  10mg/ml,NA,NA,NA,NA
16541000033118,Adenocor 6mg/2ml solution for injection vials (Sanofi),Adenocor 6mg/2ml solution for injection vials,Adenosine,Solution for injection,Intravenous
16641000033117,Adenosine 6mg/2ml solution for injection vials,Adenosine 6mg/2ml solution for injection vials,Adenosine,Solution for injection,Intravenous
16741000033114,Adrenaline Tartrate  Injection  1mg/ml,NA,NA,NA,NA
17041000033113,Advera  Liquid feed (orange)  ,NA,NA,NA,NA
17141000033112,Adalat LA 30mg tablets (Bayer Plc),Adalat LA 30mg tablets,Nifedipine,Modified-release tablet,Oral
17241000033117,Adalat LA 60mg tablets (Bayer Plc),Adalat LA 60mg tablets,Nifedipine,Modified-release tablet,Oral
17341000033110,Adizem-SR 120mg capsules (Napp Pharmaceuticals Ltd),Adizem-SR 120mg capsules,Diltiazem hydrochloride,Modified-release capsule,Oral
17441000033116,Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd),Adizem-SR 180mg capsules,Diltiazem hydrochloride,Modified-release capsule,Oral
17541000033115,Adizem-Sr  M/R capsules  300 mg,NA,NA,NA,NA
17641000033119,Adizem-SR 90mg capsules (Napp Pharmaceuticals Ltd),Adizem-SR 90mg capsules,Diltiazem hydrochloride,Modified-release capsule,Oral
17741000033111,Adizem-XL 120mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 120mg capsules,Diltiazem hydrochloride,Modified-release capsule,Oral
17841000033118,Adizem-XL 180mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 180mg capsules,Diltiazem hydrochloride,Modified-release capsule,Oral
17941000033114,Adizem-XL 240mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 240mg capsules,Diltiazem hydrochloride,Modified-release capsule,Oral
18041000033112,Adizem-XL 300mg capsules (Napp Pharmaceuticals Ltd),Adizem-XL 300mg capsules,Diltiazem hydrochloride,Modified-release capsule,Oral
18141000033111,Adizem-60  M/R tablets  60 mg,NA,NA,NA,NA
18241000033116,Adipine MR 20 tablets (Chiesi Ltd),Adipine MR 20 tablets,Nifedipine,Modified-release tablet,Oral
18341000033114,Adipine MR 10 tablets (Chiesi Ltd),Adipine MR 10 tablets,Nifedipine,Modified-release tablet,Oral
18441000033115,Adizem-Xl Plus  M/R capsules,NA,NA,NA,NA
18541000033119,Adcortyl  Ointment  0.1 %,NA,NA,NA,NA
18641000033118,Adcortyl With Graneodin  Ointment  ,NA,NA,NA,NA
18741000033110,Adcortyl in Orabase 0.1% oromucosal paste (Bristol-Myers Squibb Pharmaceuticals Ltd),Adcortyl in Orabase 0.1% oromucosal paste,Triamcinolone acetonide,Paste,Oromucosal
18841000033117,Tetanus vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,Tetanus vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes,Tetanus toxoid,Suspension for injection,Subcutaneous/ Intramuscular
18941000033113,Additrace concentrate for solution for infusion 10ml ampoules (Fresenius Kabi Ltd),Additrace concentrate for solution for infusion 10ml ampoules,Chromic chloride hexahydrate/ Copper chloride dihydrate/ Ferric chloride hexahydrate/ Manganese chloride tetrahydrate/ Potassium iodide/ Sodium fluoride/ Sodium molybdate dihydrate/ Sodium selenite anhydrous/ Zinc chloride,Solution for infusion,Intravenous
19141000033117,Addiphos solution for infusion 20ml vials (Fresenius Kabi Ltd),Addiphos solution for infusion 20ml vials,Disodium phosphate dihydrate/ Potassium dihydrogen phosphate/ Potassium hydroxide,Solution for infusion,Intravenous
19241000033112,Adrenaline And Atropine  Spray,NA,NA,NA,NA
19341000033119,Adalat retard 20mg tablets (Bayer Plc),Adalat retard 20mg tablets,Nifedipine,Modified-release tablet,Oral
19441000033113,Adalat retard 10mg tablets (Bayer Plc),Adalat retard 10mg tablets,Nifedipine,Modified-release tablet,Oral
19541000033114,Adizem-Sr  Tablets  60 mg,NA,NA,NA,NA
19641000033110,Adizem-SR 120mg tablets (Napp Pharmaceuticals Ltd),Adizem-SR 120mg tablets,Diltiazem hydrochloride,Modified-release tablet,Oral
19741000033118,Adizem Continus  Tablets  120 mg,NA,NA,NA,NA
19841000033111,Aerolin 400  Aerosol inhalation  100 mcg/metered inhalation,NA,NA,NA,NA
19941000033115,Aerolin Auto  Aerosol inhalation  100 micrograms/metered dose,NA,NA,NA,NA
20041000033117,Aerolin 100micrograms/dose Autohaler (3M Health Care Ltd),Aerolin 100micrograms/dose Autohaler,Salbutamol sulfate, Pressurised inhalation,Inhalation
20141000033118,AeroBec 50 Autohaler (Meda Pharmaceuticals Ltd),AeroBec 50 Autohaler,Beclometasone dipropionate, Pressurised inhalation,Inhalation
20241000033113,AeroBec Forte 250 Autohaler (Meda Pharmaceuticals Ltd),AeroBec Forte 250 Autohaler,Beclometasone dipropionate, Pressurised inhalation,Inhalation
20341000033115,AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd),AeroBec 100 Autohaler,Beclometasone dipropionate, Pressurised inhalation,Inhalation
20441000033114,Aerocrom inhaler (Castlemead Healthcare Ltd),Aerocrom inhaler,Salbutamol sulfate/ Sodium cromoglicate, Pressurised inhalation,Inhalation
20541000033110,Aerocrom Syncroner with spacer (Castlemead Healthcare Ltd),Aerocrom Syncroner with spacer,Salbutamol sulfate/ Sodium cromoglicate, Pressurised inhalation,Inhalation
20641000033111,"Aerosporin  Injection  500,000 unit/vial",NA,NA,NA,NA
20741000033119,Aerochamber  Spacer device  child (yellow) with mask,NA,NA,NA,NA
20841000033112,Aerochamber  Spacer device  infant (orange) with mask,NA,NA,NA,NA
20941000033116,Aerochamber  Spacer device  standard (blue),NA,NA,NA,NA
21041000033114,Aerochamber  Spacer device  standard (blue) with face mask,NA,NA,NA,NA
21141000033113,Aenix-100  Tablets  100 mg,NA,NA,NA,NA
21241000033118,Afrazine  Nasal drops  0.05 %,NA,NA,NA,NA
21341000033111,Afrazine Paediatric  Nasal drops  0.025 %,NA,NA,NA,NA
21441000033117,Afrazine 0.05% nasal spray (Schering-Plough Ltd),Afrazine 0.05% nasal spray,Oxymetazoline hydrochloride,Spray,Nasal
21541000033116,Agiolax  Granules,NA,NA,NA,NA
21641000033115,Aglutella  Macaroni  ,NA,NA,NA,NA
21741000033112,Agarol  Mixture  ,NA,NA,NA,NA
21841000033119,Aglutella  Pasta spirals  ,NA,NA,NA,NA
21941000033110,Aglutella Low-Protein  Rice  ,NA,NA,NA,NA
22041000033116,Aglutella  Semolina  ,NA,NA,NA,NA
22141000033117,Aglutella  Spaghetti rings  ,NA,NA,NA,NA
22241000033112,Aglutella  Spaghetti  ,NA,NA,NA,NA
22341000033119,Aglutella  Tagliatelle  ,NA,NA,NA,NA
22441000033113,Aglutella Azeta  Wafers  ,NA,NA,NA,NA
22541000033114,Aglutella Cream Filled  Wafers  ,NA,NA,NA,NA
22641000033110,Alrheumat  Capsules  50 mg,NA,NA,NA,NA
22741000033118,Airomir 100micrograms/dose inhaler (Teva UK Ltd),Airomir 100micrograms/dose inhaler,Salbutamol sulfate, Pressurised inhalation,Inhalation
22841000033111,"Air Apparatus And Valve  Oxygen set  d24, spec 01b",NA,NA,NA,NA
22941000033115,Ailax oral suspension (Galen Ltd),Ailax oral suspension,Dantron/ Poloxamer 188,Oral suspension,Oral
23041000033113,Ailax Forte oral suspension (Galen Ltd),Ailax Forte oral suspension,Dantron/ Poloxamer 188,Oral suspension,Oral
23141000033112,Aknemin 100mg capsules (Almirall Ltd),Aknemin 100mg capsules,Minocycline hydrochloride,Capsule,Oral
23241000033117,Aknemin 50 capsules (Almirall Ltd),Aknemin 50 capsules,Minocycline hydrochloride,Capsule,Oral
23341000033110,Akrotherm  Cream  ,NA,NA,NA,NA
23441000033116,Akineton  Injection  5mg/ml,NA,NA,NA,NA
23541000033115,Akineton 2mg tablets (Abbott Laboratories Ltd),Akineton 2mg tablets,Biperiden hydrochloride,Tablet,Oral
23641000033119,Alupent Refill  Aerosol inhalation  750 mcg/metered inhalation,NA,NA,NA,NA
23741000033111,Alupent  Aerosol  0.75 mg,NA,NA,NA,NA
23841000033118,Almevax  Injection  1 dose/amp,NA,NA,NA,NA
23941000033114,Aluminium chloride 20% spray,Aluminium chloride 20% spray,Aluminium chloride,Spray,Cutaneous
24041000033111,Altretamine  Capsules  50 mg,NA,NA,NA,NA
24141000033110,Alu-Cap 475mg capsules (Meda Pharmaceuticals Ltd),Alu-Cap 475mg capsules,Aluminium hydroxide,Capsule,Oral
24241000033115,Alverine 120mg capsules,Alverine 120mg capsules,Alverine citrate,Capsule,Oral
24341000033113,Aluminium hydroxide 475mg capsules,Aluminium hydroxide 475mg capsules,Aluminium hydroxide,Capsule,Oral
24441000033119,Alverine 60mg capsules,Alverine 60mg capsules,Alverine citrate,Capsule,Oral
24541000033118,Alfacalcidol 1microgram capsules,NA,NA,NA,NA
24641000033117,Alfacalcidol 250nanogram capsules,NA,NA,NA,NA
24741000033114,Allbee With C  Capsules,NA,NA,NA,NA
24841000033116,Almodan  Capsules  250 mg,NA,NA,NA,NA
24941000033112,Almodan  Capsules  500 mg,NA,NA,NA,NA
25041000033112,Alavac-P  Common grass  12 varieties,NA,NA,NA,NA
25241000033116,"Alglucerase  Concentrate for intravenous infusion  10 units/ml, 5 ml vial",NA,NA,NA,NA
25441000033115,Alclometasone 0.05% cream,NA,NA,NA,NA
25541000033119,Alphaderm 1%/10% cream (Alliance Pharmaceuticals Ltd),Alphaderm 1%/10% cream,Hydrocortisone/ Urea,Cream,Cutaneous
25641000033118,Algesal cream (Thornton & Ross Ltd),Algesal cream,Diethylamine salicylate,Cream,Transdermal
25741000033110,Algipan  Cream  ,NA,NA,NA,NA
25841000033117,Alphosyl cream (Haleon UK Ltd),Alphosyl cream,Allantoin/ Coal tar extract,Cream,Cutaneous
25941000033113,Alphosyl HC cream (Haleon UK Ltd),Alphosyl HC cream,Allantoin/ Coal tar extract/ Hydrocortisone,Cream,Cutaneous
26041000033115,Alcoderm cream (Galderma (UK) Ltd),Alcoderm cream,NA,Cream,Cutaneous
26141000033116,All Flex arcing spring rubber diaphragm 60mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 60mm,NA,NA,NA
26241000033111,All Flex arcing spring rubber diaphragm 65mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 65mm,NA,NA,NA
26341000033118,All Flex arcing spring rubber diaphragm 70mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 70mm,NA,NA,NA
26441000033112,All Flex arcing spring rubber diaphragm 75mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 75mm,NA,NA,NA
26541000033113,All Flex arcing spring rubber diaphragm 80mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 80mm,NA,NA,NA
26641000033114,All Flex arcing spring rubber diaphragm 85mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 85mm,NA,NA,NA
26741000033117,All Flex arcing spring rubber diaphragm 90mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 90mm,NA,NA,NA
26841000033110,All Flex arcing spring rubber diaphragm 95mm (Janssen-Cilag Ltd),All Flex arcing spring rubber diaphragm 95mm,NA,NA,NA
26941000033119,Albustix testing strips (Siemens Medical Solutions Diagnostics Ltd),Albustix testing strips,NA,NA,NA
27041000033118,Allevyn dressing (non-adhesive) 10cm x 10cm square (Smith & Nephew Healthcare Ltd),Allevyn dressing (non-adhesive) 10cm x 10cm square,NA,NA,NA
27141000033119,Allevyn dressing (non-adhesive) 10cm x 20cm rectangular (Smith & Nephew Healthcare Ltd),Allevyn dressing (non-adhesive) 10cm x 20cm rectangular,NA,NA,NA
