code,EMIS_term,product_name,substance_name,formulation,administration_route
9657941000033118,Comfizz Level I junior unisex support boxers medium BOX-JM-BL Blue (Kavendor Ltd),Comfizz Level I junior unisex support boxers medium,NA,NA,NA
9658141000033116,Comfizz Level I junior unisex support boxers large BOX-JL-BL Blue (Kavendor Ltd),Comfizz Level I junior unisex support boxers large,NA,NA,NA
9658841000033110,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal large left Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal large left,NA,NA,NA
9659241000033115,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium left Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium left,NA,NA,NA
9659741000033114,Algi-White Standard dressing 5cm x 5cm (Anser Medical Ltd),Algi-White Standard dressing 5cm x 5cm,NA,NA,NA
9659941000033112,Algi-White Standard dressing 10cm x 10cm (Anser Medical Ltd),Algi-White Standard dressing 10cm x 10cm,NA,NA,NA
9660041000033110,Algi-White Standard dressing 10cm x 20cm (Anser Medical Ltd),Algi-White Standard dressing 10cm x 20cm,NA,NA,NA
9660241000033119,Algi-White Standard dressing 15cm x 15cm (Anser Medical Ltd),Algi-White Standard dressing 15cm x 15cm,NA,NA,NA
9660341000033112,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium left plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium left plus,NA,NA,NA
9660641000033116,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal large right Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal large right,NA,NA,NA
9660741000033113,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium right Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium right,NA,NA,NA
9661041000033118,finoderm Protect foam 1ml applicator FD154-05 (H & R Healthcare Ltd),finoderm Protect foam 1ml applicator,NA,NA,NA
9661141000033119,finoderm Protect spray FD153-50 (H & R Healthcare Ltd),finoderm Protect spray,NA,NA,NA
9661241000033114,finoderm Protect wipes FD151-30 (H & R Healthcare Ltd),finoderm Protect wipes,NA,NA,NA
9661341000033116,Algi-White Dense dressing 2.5cm x 30cm (Anser Medical Ltd),Algi-White Dense dressing 2.5cm x 30cm,NA,NA,NA
9661441000033110,Algi-White Standard dressing 2.5cm x 30cm (Anser Medical Ltd),Algi-White Standard dressing 2.5cm x 30cm,NA,NA,NA
9661641000033112,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium right plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium right plus,NA,NA,NA
9661741000033115,"Careline+ sterile leg bag with T tap 45-01-SVCG 350ml bag, short tube (Unomedical Ltd)",Careline+ sterile leg bag with T tap,NA,NA,NA
9661841000033113,"Careline+ sterile leg bag with T tap 45-02-LVCG 350ml bag, long tube (Unomedical Ltd)",Careline+ sterile leg bag with T tap,NA,NA,NA
9662041000033111,"Careline+ sterile leg bag with T tap 45-05-SVCG 500ml bag, short tube (Unomedical Ltd)",Careline+ sterile leg bag with T tap,NA,NA,NA
9662241000033115,"Careline+ sterile leg bag with T tap 45-06-LVCG 500ml bag, long tube (Unomedical Ltd)",Careline+ sterile leg bag with T tap,NA,NA,NA
9662341000033113,"Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard 413515 Mould to fit 20mm-30mm Clear (ConvaTec Ltd)","Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard",NA,NA,NA
9662441000033119,"Careline+ sterile leg bag with T tap 45-09-SVCG 750ml bag, short tube (Unomedical Ltd)",Careline+ sterile leg bag with T tap,NA,NA,NA
9662541000033118,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal large,NA,NA,NA
9662641000033117,"Careline+ sterile leg bag with T tap 45-10-LVCG 750ml bag, long tube (Unomedical Ltd)",Careline+ sterile leg bag with T tap,NA,NA,NA
9662741000033114,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal medium,NA,NA,NA
9662841000033116,"Careline+ sterile leg bag with lever tap 46-05 SVCG 500ml bag, short tube (Unomedical Ltd)",Careline+ sterile leg bag with lever tap,NA,NA,NA
9662941000033112,"Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard 413516 Mould to fit 30mm-40mm Clear (ConvaTec Ltd)","Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard",NA,NA,NA
9663041000033119,"Careline+ sterile leg bag with lever tap 46-06 LVCG 500ml bag, long tube (Unomedical Ltd)",Careline+ sterile leg bag with lever tap,NA,NA,NA
9663141000033115,"Careline+ sterile leg bag with lever tap 46-09 SVCG 750ml bag, short tube (Unomedical Ltd)",Careline+ sterile leg bag with lever tap,NA,NA,NA
9663241000033110,"Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard 413521 Mould to fit 20mm-30mm Opaque (ConvaTec Ltd)","Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard",NA,NA,NA
9663341000033117,"Careline+ sterile leg bag with lever tap 46-10 LVCG 750ml bag, long tube (Unomedical Ltd)",Careline+ sterile leg bag with lever tap,NA,NA,NA
9663441000033111,"Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard 413522 Mould to fit 30mm-40mm Opaque (ConvaTec Ltd)","Esteem+ ileostomy bag with filter, ConvaTec Mouldable Technology and InvisiClose outlet, standard",NA,NA,NA
9663541000033112,GB Soft Skin No Sting barrier wipes 10381B (Great Bear Healthcare Ltd),GB Soft Skin No Sting barrier wipes,NA,NA,NA
9663641000033113,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal small,NA,NA,NA
9663741000033116,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal extra small,NA,NA,NA
9663841000033114,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal large plus,NA,NA,NA
9663941000033118,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal medium plus,NA,NA,NA
9664041000033116,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal small plus,NA,NA,NA
9664141000033117,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal extra small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee closed toe lymphoedema garment normal extra small plus,NA,NA,NA
9664241000033112,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal large,NA,NA,NA
9664341000033119,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal medium,NA,NA,NA
9664441000033113,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal small,NA,NA,NA
9664541000033114,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal extra small,NA,NA,NA
9664641000033110,finoderm Release Non Sting medical adhesive remover wipes FD150-30 (H & R Healthcare Ltd),finoderm Release Non Sting medical adhesive remover wipes,NA,NA,NA
9664741000033118,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal large plus,NA,NA,NA
9664841000033111,finoderm Release Non Sting medical adhesive remover spray FD152-50 (H & R Healthcare Ltd),finoderm Release Non Sting medical adhesive remover spray,NA,NA,NA
9664941000033115,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal medium plus,NA,NA,NA
9665041000033115,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal small plus,NA,NA,NA
9665141000033116,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal extra small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal extra small plus,NA,NA,NA
9665241000033111,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal large,NA,NA,NA
9665341000033118,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal medium,NA,NA,NA
9665441000033112,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal small,NA,NA,NA
9665641000033114,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal large plus,NA,NA,NA
9665741000033117,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal medium plus,NA,NA,NA
9666041000033112,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal large,NA,NA,NA
9666141000033111,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal medium,NA,NA,NA
9666241000033116,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal small,NA,NA,NA
9666441000033115,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal large plus,NA,NA,NA
9666541000033119,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal medium plus,NA,NA,NA
9666641000033118,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length closed toe with grip top lymphoedema garment normal small plus,NA,NA,NA
9666841000033117,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal large,NA,NA,NA
9666941000033113,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal medium,NA,NA,NA
9667041000033114,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal small,NA,NA,NA
9667141000033113,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal extra small,NA,NA,NA
9667241000033118,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal large plus,NA,NA,NA
9667341000033111,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe lymphoedema garment normal medium plus,NA,NA,NA
9667641000033115,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal large,NA,NA,NA
9667741000033112,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal medium,NA,NA,NA
9667841000033119,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal small,NA,NA,NA
9667941000033110,Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 1 (18-21mmHg) thigh length open toe with grip top lymphoedema garment normal extra small,NA,NA,NA
9669141000033118,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal extra small left plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal extra small left plus,NA,NA,NA
9669441000033114,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal small right Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal small right,NA,NA,NA
9669541000033110,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal extra small right Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal extra small right,NA,NA,NA
9669641000033111,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal large right plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with waist attachment lymphoedema garment normal large right plus,NA,NA,NA
9670241000033111,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium left Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium left,NA,NA,NA
9670341000033118,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal small left Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal small left,NA,NA,NA
9671241000033116,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium right Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal medium right,NA,NA,NA
9671341000033114,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal small right Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal small right,NA,NA,NA
9671741000033110,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal small right plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment normal small right plus,NA,NA,NA
9671941000033113,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal large,NA,NA,NA
9672041000033119,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal medium,NA,NA,NA
9672141000033115,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal small,NA,NA,NA
9672241000033110,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal extra small,NA,NA,NA
9672341000033117,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal large plus,NA,NA,NA
9672441000033111,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal medium plus,NA,NA,NA
9672541000033112,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal small plus,NA,NA,NA
9672641000033113,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal extra small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee closed toe lymphoedema garment normal extra small plus,NA,NA,NA
9672741000033116,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal large,NA,NA,NA
9672841000033114,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal medium,NA,NA,NA
9672941000033118,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal small,NA,NA,NA
9673141000033110,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal large plus,NA,NA,NA
9673241000033115,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal medium plus,NA,NA,NA
9673341000033113,Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) below knee open toe lymphoedema garment normal small plus,NA,NA,NA
9673541000033118,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal large,NA,NA,NA
9673841000033116,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal extra small,NA,NA,NA
9674041000033114,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal large plus,NA,NA,NA
9674241000033118,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal medium plus,NA,NA,NA
9674341000033111,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal small plus,NA,NA,NA
9674441000033117,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal extra small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe lymphoedema garment normal extra small plus,NA,NA,NA
9674541000033116,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal large,NA,NA,NA
9674641000033115,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal medium,NA,NA,NA
9674941000033110,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal large plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal large plus,NA,NA,NA
9675041000033110,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment normal medium plus,NA,NA,NA
9675641000033116,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe lymphoedema garment normal extra small,NA,NA,NA
9675941000033111,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe lymphoedema garment normal small plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe lymphoedema garment normal small plus,NA,NA,NA
9676141000033119,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal large Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal large,NA,NA,NA
9676241000033114,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal medium Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal medium,NA,NA,NA
9676341000033116,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal small,NA,NA,NA
9676441000033110,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal extra small Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal extra small,NA,NA,NA
9676641000033112,Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal medium plus Caramel (Sigvaris Britain Ltd),Sigvaris Essential Comfortable class 2 (23-32mmHg) thigh length open toe with grip top lymphoedema garment normal medium plus,NA,NA,NA
9676941000033117,Barkat gluten free pasta alphabet shapes (Gluten Free Foods Ltd),Barkat gluten free pasta alphabet shapes,NA,Not applicable,NA
9677041000033116,Insulin aspart 100units/ml solution for injection 1.6ml cartridges,Insulin aspart 100units/ml solution for injection 1.6ml cartridges,Insulin aspart,Solution for injection,Intravenous/ Subcutaneous
9677141000033117,NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd),NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges,Insulin aspart,Solution for injection,Subcutaneous
9677241000033112,Aymes Complete liquid (Flavour Not Specified),Aymes Complete liquid,NA,Gastroenteral liquid,NA
9677341000033119,Aymes Complete liquid banana (Aymes International Ltd),Aymes Complete liquid banana,NA,Gastroenteral liquid,NA
9677441000033113,Aymes Complete liquid chocolate (Aymes International Ltd),Aymes Complete liquid chocolate,NA,Gastroenteral liquid,NA
